gFx,gFy,gFz
-0.065,-0.149,-1.383
0.031,-0.15,-1.221
0.112,-0.143,-1.06
0.136,-0.166,-0.948
0.122,-0.162,-0.897
0.093,-0.12,-0.913
0.047,-0.071,-1.014
-0.004,-0.036,-1.15
-0.06,-0.026,-1.266
-0.101,-0.036,-1.329
-0.109,-0.076,-1.315
-0.061,-0.122,-1.226
0.024,-0.146,-1.103
0.119,-0.169,-0.973
0.169,-0.161,-0.849
0.172,-0.169,-0.756
0.171,-0.206,-0.702
0.133,-0.19,-0.651
0.074,-0.131,-0.608
0.022,-0.114,-0.624
-0.005,-0.138,-0.722
-0.021,-0.132,-0.829
-0.023,-0.111,-0.879
-0.021,-0.108,-0.878
-0.007,-0.141,-0.838
0.013,-0.176,-0.77
0.05,-0.194,-0.673
0.07,-0.207,-0.565
0.063,-0.216,-0.496
0.045,-0.226,-0.475
0.005,-0.237,-0.505
-0.048,-0.23,-0.602
-0.091,-0.216,-0.746
-0.095,-0.191,-0.879
-0.084,-0.163,-0.954
-0.051,-0.147,-0.982
0.007,-0.144,-0.982
0.069,-0.144,-0.96
0.123,-0.144,-0.932
0.162,-0.141,-0.911
0.188,-0.122,-0.901
0.197,-0.089,-0.92
0.154,-0.066,-0.995
0.097,-0.045,-1.097
0.048,-0.013,-1.183
0.004,-0.009,-1.247
-0.012,-0.045,-1.276
0.024,-0.074,-1.256
0.104,-0.069,-1.179
0.175,-0.081,-1.087
0.213,-0.106,-1.014
0.212,-0.124,-0.966
0.193,-0.142,-0.956
0.167,-0.159,-0.991
0.137,-0.174,-1.058
0.113,-0.194,-1.105
0.085,-0.197,-1.096
0.076,-0.188,-1.042
0.107,-0.196,-0.951
0.172,-0.19,-0.833
0.246,-0.163,-0.714
0.274,-0.149,-0.631
0.263,-0.147,-0.615
0.229,-0.133,-0.683
0.156,-0.099,-0.823
0.073,-0.079,-0.973
0.015,-0.071,-1.096
-0.02,-0.072,-1.172
-0.022,-0.098,-1.185
0.017,-0.128,-1.128
0.088,-0.136,-1.021
0.15,-0.157,-0.91
0.197,-0.176,-0.822
0.21,-0.2,-0.774
0.192,-0.225,-0.758
0.161,-0.233,-0.789
0.14,-0.208,-0.863
0.132,-0.163,-0.967
0.134,-0.121,-1.063
0.153,-0.084,-1.126
0.174,-0.054,-1.16
0.209,-0.031,-1.181
0.254,-0.002,-1.196
0.256,0.013,-1.238
0.21,0.005,-1.332
0.142,0.004,-1.454
0.075,0.018,-1.53
0.011,0.035,-1.517
-0.045,0.016,-1.416
-0.063,-0.038,-1.263
-0.033,-0.078,-1.081
0.027,-0.092,-0.923
0.111,-0.104,-0.825
0.174,-0.133,-0.79
0.188,-0.142,-0.818
0.145,-0.094,-0.905
0.071,-0.03,-1.03
-0.008,0.009,-1.162
-0.068,0.037,-1.275
-0.091,0.06,-1.345
-0.088,0.073,-1.351
-0.06,0.078,-1.301
-0.012,0.073,-1.228
0.02,0.041,-1.166
0.026,0.007,-1.111
0.023,-0.016,-1.037
0.019,-0.032,-0.943
0.018,-0.044,-0.837
0.02,-0.051,-0.741
0.022,-0.066,-0.676
0.031,-0.08,-0.636
0.033,-0.093,-0.623
0.018,-0.118,-0.637
0.006,-0.139,-0.674
0.022,-0.135,-0.719
0.038,-0.126,-0.787
0.041,-0.129,-0.877
0.059,-0.114,-0.951
0.079,-0.089,-0.985
0.107,-0.077,-0.979
0.113,-0.065,-0.933
0.104,-0.057,-0.876
0.091,-0.059,-0.83
0.085,-0.05,-0.795
0.079,-0.042,-0.799
0.072,-0.038,-0.863
0.077,-0.015,-0.96
0.082,0.024,-1.039
0.079,0.054,-1.099
0.058,0.048,-1.175
0.032,0.018,-1.256
0.033,-0.004,-1.289
0.056,-0.016,-1.266
0.075,-0.042,-1.21
0.093,-0.084,-1.142
0.111,-0.102,-1.066
0.123,-0.103,-1.01
0.132,-0.106,-0.976
0.139,-0.077,-0.963
0.123,-0.048,-0.99
0.094,-0.028,-1.05
0.075,0.003,-1.111
0.054,0.014,-1.16
0.037,-0.003,-1.193
0.038,-0.038,-1.198
0.064,-0.068,-1.153
0.123,-0.087,-1.066
0.189,-0.112,-0.967
0.239,-0.146,-0.871
0.271,-0.16,-0.777
0.257,-0.165,-0.688
0.204,-0.16,-0.609
0.128,-0.136,-0.541
0.048,-0.109,-0.524
0.003,-0.103,-0.584
-0.014,-0.123,-0.686
-0.033,-0.144,-0.763
-0.03,-0.156,-0.803
0.053,-0.165,-0.805
0.171,-0.171,-0.787
0.215,-0.204,-0.806
0.196,-0.25,-0.853
0.143,-0.266,-0.891
0.084,-0.266,-0.911
0.053,-0.264,-0.912
0.034,-0.252,-0.912
0.021,-0.236,-0.934
0.023,-0.223,-0.975
0.032,-0.209,-1.016
0.056,-0.19,-1.062
0.102,-0.16,-1.117
0.152,-0.138,-1.187
0.192,-0.131,-1.274
0.193,-0.128,-1.356
0.18,-0.124,-1.406
0.168,-0.128,-1.418
0.156,-0.135,-1.412
0.156,-0.129,-1.397
0.146,-0.144,-1.371
0.138,-0.174,-1.314
0.136,-0.165,-1.218
0.126,-0.118,-1.138
0.097,-0.088,-1.111
0.039,-0.069,-1.128
-0.027,-0.039,-1.168
-0.078,-0.012,-1.215
-0.103,-0.006,-1.26
-0.105,-0.031,-1.28
-0.075,-0.067,-1.254
-0.009,-0.089,-1.169
0.079,-0.094,-1.049
0.138,-0.11,-0.951
0.154,-0.127,-0.891
0.134,-0.123,-0.858
0.078,-0.099,-0.845
0.012,-0.081,-0.846
-0.038,-0.07,-0.856
-0.07,-0.06,-0.87
-0.075,-0.059,-0.872
-0.052,-0.064,-0.851
-0.01,-0.069,-0.803
0.047,-0.075,-0.75
0.083,-0.092,-0.71
0.081,-0.126,-0.691
0.056,-0.158,-0.682
0.032,-0.174,-0.676
0.013,-0.18,-0.679
0.008,-0.181,-0.704
0.015,-0.159,-0.767
0.03,-0.121,-0.853
0.064,-0.093,-0.939
0.106,-0.065,-1.006
0.134,-0.058,-1.048
0.143,-0.059,-1.051
0.149,-0.052,-1.014
0.167,-0.049,-0.98
0.163,-0.053,-0.993
0.119,-0.044,-1.051
0.065,-0.033,-1.131
0.029,-0.019,-1.189
0.02,-0.011,-1.203
0.027,-0.032,-1.187
0.043,-0.081,-1.154
0.104,-0.101,-1.098
0.17,-0.098,-1.034
0.17,-0.138,-1.005
0.161,-0.181,-1.001
0.178,-0.162,-0.985
0.17,-0.144,-0.988
0.142,-0.159,-1.029
0.128,-0.143,-1.072
0.108,-0.1,-1.102
0.051,-0.08,-1.145
-0.018,-0.096,-1.207
-0.06,-0.12,-1.242
-0.08,-0.142,-1.229
-0.088,-0.156,-1.165
-0.08,-0.157,-1.055
-0.033,-0.152,-0.946
0.039,-0.162,-0.881
0.086,-0.174,-0.861
0.091,-0.175,-0.857
0.06,-0.157,-0.844
0.017,-0.133,-0.821
-0.009,-0.109,-0.805
-0.027,-0.078,-0.826
-0.053,-0.064,-0.913
-0.085,-0.05,-1.035
-0.109,-0.035,-1.121
-0.127,-0.03,-1.129
-0.138,-0.026,-1.06
-0.135,-0.022,-0.957
-0.113,-0.021,-0.847
-0.078,-0.027,-0.743
-0.042,-0.033,-0.659
-0.018,-0.037,-0.616
-0.007,-0.055,-0.622
-0.016,-0.071,-0.686
-0.024,-0.071,-0.786
-0.035,-0.068,-0.87
-0.045,-0.067,-0.921
-0.028,-0.059,-0.938
0.024,-0.05,-0.93
0.068,-0.033,-0.924
0.086,-0.021,-0.95
0.074,-0.006,-1.01
0.037,0.003,-1.103
-0.019,0.008,-1.201
-0.069,0.015,-1.259
-0.091,0.05,-1.262
-0.127,0.049,-1.25
-0.18,-0.014,-1.246
-0.202,-0.08,-1.235
-0.186,-0.111,-1.19
-0.133,-0.101,-1.135
-0.039,-0.094,-1.101
0.051,-0.102,-1.084
0.098,-0.09,-1.077
0.088,-0.059,-1.094
0.03,-0.031,-1.131
-0.032,-0.016,-1.172
-0.063,-0.003,-1.199
-0.067,0.004,-1.207
-0.055,-0.003,-1.208
-0.053,-0.019,-1.205
-0.068,-0.032,-1.178
-0.085,-0.036,-1.108
-0.086,-0.045,-1.004
-0.017,-0.061,-0.892
0.103,-0.086,-0.787
0.16,-0.112,-0.717
0.15,-0.122,-0.686
0.104,-0.119,-0.687
0.034,-0.11,-0.704
-0.031,-0.109,-0.717
-0.062,-0.108,-0.715
-0.05,-0.103,-0.699
0.001,-0.087,-0.677
0.081,-0.07,-0.668
0.125,-0.068,-0.709
0.106,-0.072,-0.82
0.047,-0.054,-0.976
-0.021,-0.038,-1.092
-0.064,-0.038,-1.119
-0.078,-0.031,-1.061
-0.05,-0.022,-0.968
-0.014,-0.039,-0.895
0.029,-0.075,-0.853
0.1,-0.087,-0.822
0.173,-0.08,-0.814
0.232,-0.072,-0.851
0.248,-0.048,-0.941
0.204,-0.01,-1.061
0.106,0.004,-1.179
0.009,-0.022,-1.266
-0.037,-0.068,-1.304
0.007,-0.11,-1.302
0.092,-0.159,-1.278
0.161,-0.206,-1.26
0.221,-0.24,-1.232
0.282,-0.223,-1.166
0.315,-0.16,-1.098
0.283,-0.12,-1.094
0.215,-0.082,-1.165
0.147,-0.027,-1.269
0.092,0.016,-1.372
0.064,0.026,-1.46
0.072,0.009,-1.501
0.13,-0.008,-1.468
0.226,-0.027,-1.355
0.296,-0.051,-1.21
0.294,-0.072,-1.084
0.262,-0.09,-0.972
0.228,-0.105,-0.871
0.187,-0.099,-0.779
0.141,-0.085,-0.711
0.086,-0.076,-0.685
0.039,-0.075,-0.702
0.012,-0.084,-0.751
-0.006,-0.104,-0.792
-0.011,-0.122,-0.796
-0.002,-0.14,-0.763
0.018,-0.154,-0.699
0.045,-0.167,-0.605
0.063,-0.178,-0.519
0.062,-0.204,-0.472
0.042,-0.237,-0.471
0.013,-0.252,-0.513
-0.01,-0.247,-0.6
-0.013,-0.233,-0.719
-0.005,-0.214,-0.848
0.013,-0.189,-0.947
0.041,-0.182,-1.011
0.072,-0.192,-1.038
0.104,-0.181,-1.013
0.124,-0.161,-0.962
0.114,-0.149,-0.947
0.08,-0.138,-0.981
0.05,-0.118,-1.056
0.02,-0.11,-1.169
-0.011,-0.111,-1.284
-0.02,-0.127,-1.349
0.013,-0.141,-1.332
0.069,-0.146,-1.25
0.088,-0.18,-1.173
0.102,-0.252,-1.127
0.17,-0.261,-1.08
0.24,-0.21,-1.048
0.228,-0.192,-1.062
0.158,-0.169,-1.109
0.076,-0.121,-1.167
0.004,-0.066,-1.233
-0.047,-0.039,-1.303
-0.08,-0.052,-1.357
-0.085,-0.078,-1.372
-0.068,-0.117,-1.325
-0.03,-0.139,-1.217
0.029,-0.119,-1.072
0.067,-0.104,-0.95
0.071,-0.092,-0.88
0.053,-0.056,-0.856
0.021,-0.023,-0.893
-0.016,-0.014,-0.96
-0.043,-0.008,-1.023
-0.038,-0.004,-1.072
-0.015,-0.015,-1.09
0.019,-0.037,-1.065
0.052,-0.056,-1.004
0.077,-0.072,-0.941
0.101,-0.084,-0.875
0.124,-0.101,-0.813
0.126,-0.121,-0.76
0.102,-0.141,-0.721
0.078,-0.154,-0.695
0.058,-0.152,-0.674
0.043,-0.137,-0.662
0.032,-0.12,-0.688
0.03,-0.104,-0.763
0.043,-0.085,-0.859
0.066,-0.076,-0.929
0.097,-0.083,-0.945
0.116,-0.089,-0.895
0.13,-0.074,-0.817
0.15,-0.063,-0.763
0.149,-0.055,-0.762
0.13,-0.031,-0.829
0.091,0.002,-0.981
0.05,0.003,-1.173
0.023,0.01,-1.314
0.012,0.02,-1.355
0.021,0.025,-1.272
0.043,0.001,-1.135
0.061,-0.051,-1.039
0.095,-0.12,-0.99
0.131,-0.165,-0.956
0.149,-0.177,-0.946
0.156,-0.155,-0.978
0.147,-0.111,-1.049
0.098,-0.084,-1.146
0.041,-0.047,-1.241
0.002,-0.003,-1.321
-0.023,0.007,-1.381
-0.032,-0.026,-1.411
-0.002,-0.074,-1.358
0.076,-0.093,-1.218
0.164,-0.094,-1.048
0.21,-0.1,-0.91
0.193,-0.115,-0.819
0.129,-0.127,-0.781
0.058,-0.11,-0.797
0.002,-0.077,-0.844
-0.027,-0.055,-0.912
-0.033,-0.036,-0.983
-0.026,-0.016,-1.048
-0.01,-0.018,-1.102
0.005,-0.042,-1.121
0.024,-0.067,-1.092
0.064,-0.093,-1.023
0.111,-0.107,-0.933
0.145,-0.116,-0.843
0.143,-0.126,-0.778
0.109,-0.131,-0.746
0.071,-0.125,-0.748
0.039,-0.124,-0.767
0.014,-0.132,-0.779
0.001,-0.14,-0.764
0,-0.149,-0.737
0.011,-0.164,-0.721
0.03,-0.172,-0.719
0.052,-0.168,-0.745
0.062,-0.172,-0.8
0.053,-0.173,-0.863
0.033,-0.16,-0.912
0.01,-0.139,-0.946
-0.013,-0.12,-0.974
-0.026,-0.11,-0.997
-0.036,-0.111,-1.018
-0.049,-0.115,-1.039
-0.048,-0.11,-1.062
-0.039,-0.1,-1.09
-0.028,-0.092,-1.123
0.005,-0.075,-1.147
0.053,-0.044,-1.157
0.079,-0.03,-1.183
0.075,-0.039,-1.228
0.049,-0.047,-1.252
0.011,-0.06,-1.247
-0.013,-0.083,-1.214
-0.001,-0.069,-1.152
0.022,-0.04,-1.103
0.037,-0.027,-1.094
0.048,-0.013,-1.123
0.055,-0.012,-1.178
0.051,-0.029,-1.226
0.056,-0.038,-1.232
0.077,-0.047,-1.195
0.098,-0.057,-1.133
0.108,-0.058,-1.065
0.099,-0.058,-1.016
0.085,-0.053,-1.002
0.08,-0.043,-1.009
0.078,-0.044,-1.019
0.085,-0.042,-1.022
0.099,-0.035,-1.021
0.116,-0.034,-1.012
0.127,-0.032,-0.996
0.138,-0.038,-0.977
0.137,-0.052,-0.955
0.13,-0.062,-0.931
0.121,-0.063,-0.906
0.111,-0.063,-0.891
0.106,-0.067,-0.883
0.102,-0.071,-0.873
0.098,-0.067,-0.859
0.083,-0.063,-0.861
0.066,-0.067,-0.881
0.05,-0.081,-0.901
0.047,-0.093,-0.925
0.067,-0.099,-0.95
0.096,-0.107,-0.97
0.123,-0.114,-0.978
0.143,-0.122,-0.964
0.144,-0.127,-0.942
0.129,-0.15,-0.93
0.113,-0.164,-0.929
0.104,-0.168,-0.934
0.102,-0.172,-0.941
0.109,-0.167,-0.945
0.115,-0.158,-0.951
0.126,-0.153,-0.958
0.133,-0.149,-0.97
0.128,-0.146,-1.008
0.113,-0.147,-1.05
0.106,-0.15,-1.064
0.119,-0.149,-1.05
0.134,-0.151,-1.035
0.138,-0.161,-1.025
0.144,-0.169,-1.008
0.139,-0.172,-0.984
0.124,-0.17,-0.959
0.106,-0.175,-0.932
0.098,-0.178,-0.901
0.099,-0.178,-0.883
0.102,-0.178,-0.89
0.114,-0.173,-0.927
0.123,-0.168,-0.985
0.126,-0.168,-1.046
0.147,-0.155,-1.102
0.172,-0.131,-1.141
0.183,-0.103,-1.164
0.169,-0.085,-1.175
0.145,-0.065,-1.171
0.12,-0.053,-1.166
0.101,-0.057,-1.155
0.093,-0.072,-1.131
0.098,-0.09,-1.098
0.113,-0.111,-1.055
0.127,-0.132,-1.005
0.149,-0.148,-0.95
0.18,-0.157,-0.904
0.209,-0.163,-0.877
0.219,-0.162,-0.858
0.2,-0.16,-0.85
0.163,-0.146,-0.86
0.128,-0.132,-0.875
0.113,-0.124,-0.884
0.105,-0.116,-0.894
0.101,-0.111,-0.911
0.099,-0.119,-0.93
0.096,-0.133,-0.94
0.096,-0.146,-0.935
0.088,-0.167,-0.922
0.076,-0.189,-0.901
0.073,-0.205,-0.881
0.085,-0.218,-0.863
0.106,-0.227,-0.844
0.124,-0.238,-0.828
0.139,-0.25,-0.816
0.162,-0.242,-0.792
0.17,-0.235,-0.774
0.152,-0.246,-0.8
0.134,-0.242,-0.855
0.112,-0.227,-0.913
0.086,-0.222,-0.96
0.067,-0.216,-0.973
0.056,-0.214,-0.956
0.056,-0.22,-0.921
0.083,-0.223,-0.883
0.111,-0.225,-0.859
0.115,-0.238,-0.872
0.106,-0.249,-0.91
0.091,-0.255,-0.956
0.064,-0.256,-1.002
0.037,-0.259,-1.042
0.023,-0.265,-1.059
0.026,-0.273,-1.053
0.041,-0.292,-1.032
0.064,-0.307,-1.002
0.094,-0.322,-0.964
0.148,-0.314,-0.934
0.177,-0.292,-0.934
0.157,-0.282,-0.981
0.108,-0.269,-1.058
0.04,-0.248,-1.138
-0.022,-0.235,-1.207
-0.043,-0.23,-1.249
-0.026,-0.235,-1.253
0.037,-0.214,-1.214
0.092,-0.187,-1.168
0.11,-0.177,-1.154
0.096,-0.165,-1.167
0.052,-0.139,-1.184
-0.009,-0.129,-1.184
-0.063,-0.146,-1.168
-0.088,-0.163,-1.129
-0.082,-0.169,-1.063
-0.061,-0.165,-1.012
-0.04,-0.165,-1.01
-0.035,-0.157,-1.031
-0.044,-0.152,-1.044
-0.054,-0.147,-1.045
-0.057,-0.139,-1.039
-0.048,-0.132,-1.025
-0.031,-0.133,-1.009
-0.007,-0.143,-0.996
0.023,-0.144,-0.984
0.053,-0.139,-0.974
0.069,-0.131,-0.968
0.067,-0.125,-0.964
0.049,-0.125,-0.954
0.026,-0.129,-0.933
0.007,-0.139,-0.899
-0.008,-0.163,-0.846
-0.011,-0.189,-0.784
0.015,-0.206,-0.713
0.043,-0.22,-0.651
0.044,-0.239,-0.629
0.038,-0.255,-0.651
0.034,-0.26,-0.694
0.03,-0.256,-0.752
0.036,-0.244,-0.834
0.044,-0.227,-0.91
0.053,-0.214,-0.944
0.07,-0.214,-0.934
0.099,-0.219,-0.915
0.121,-0.217,-0.909
0.119,-0.218,-0.915
0.114,-0.2,-0.916
0.115,-0.167,-0.925
0.112,-0.142,-0.959
0.089,-0.141,-1.032
0.05,-0.165,-1.129
0.04,-0.171,-1.19
0.06,-0.173,-1.167
0.08,-0.206,-1.088
0.096,-0.248,-1.029
0.139,-0.289,-0.999
0.166,-0.305,-0.989
0.185,-0.264,-1.002
0.204,-0.193,-1.048
0.202,-0.161,-1.117
0.175,-0.131,-1.206
0.133,-0.097,-1.319
0.088,-0.085,-1.416
0.053,-0.101,-1.448
0.028,-0.155,-1.404
0.042,-0.207,-1.298
0.12,-0.225,-1.138
0.24,-0.229,-0.951
0.336,-0.232,-0.798
0.366,-0.227,-0.713
0.329,-0.193,-0.716
0.246,-0.146,-0.807
0.166,-0.123,-0.922
0.11,-0.095,-1.002
0.073,-0.088,-1.057
0.061,-0.101,-1.083
0.064,-0.123,-1.066
0.062,-0.151,-1.021
0.051,-0.185,-0.962
0.049,-0.215,-0.889
0.056,-0.237,-0.801
0.05,-0.262,-0.716
0.052,-0.281,-0.635
0.068,-0.289,-0.557
0.068,-0.304,-0.503
0.036,-0.322,-0.485
-0.013,-0.329,-0.504
-0.05,-0.317,-0.548
-0.076,-0.316,-0.619
-0.086,-0.322,-0.698
-0.079,-0.313,-0.77
-0.055,-0.302,-0.83
-0.025,-0.293,-0.879
0.005,-0.284,-0.912
0.051,-0.273,-0.933
0.083,-0.26,-0.946
0.077,-0.246,-0.973
0.044,-0.235,-1.031
-0.004,-0.236,-1.097
-0.044,-0.233,-1.144
-0.068,-0.235,-1.149
-0.061,-0.238,-1.111
-0.031,-0.23,-1.049
-0.004,-0.228,-0.992
0.006,-0.227,-0.962
0.015,-0.234,-0.982
0.007,-0.233,-1.039
-0.027,-0.247,-1.1
-0.072,-0.264,-1.135
-0.092,-0.232,-1.14
