gFx,gFy,gFz
0.028,-0.155,-0.849
0.072,-0.13,-0.897
0.109,-0.151,-0.917
0.085,-0.169,-0.948
0.029,-0.168,-0.991
-0.027,-0.152,-0.986
-0.061,-0.148,-0.989
-0.061,-0.161,-0.991
-0.03,-0.177,-0.938
0.001,-0.187,-0.903
0.027,-0.184,-0.922
0.033,-0.171,-0.933
0,-0.131,-0.978
-0.017,-0.105,-1.025
-0.017,-0.08,-1.096
0.003,-0.059,-1.153
0.027,-0.057,-1.161
0.045,-0.042,-1.124
0.055,-0.025,-1.061
0.044,-0.021,-0.991
0.031,-0.024,-0.958
0.033,-0.041,-0.967
0.031,-0.06,-1.013
0.005,-0.062,-1.059
-0.003,-0.049,-1.073
0.007,-0.044,-1.052
0.022,-0.047,-1.018
0.04,-0.052,-0.984
0.053,-0.062,-0.951
0.079,-0.072,-0.943
0.105,-0.079,-0.949
0.117,-0.097,-0.945
0.083,-0.131,-0.947
0.051,-0.155,-0.953
0.037,-0.156,-0.967
0.042,-0.15,-0.97
0.051,-0.112,-0.985
0.063,-0.079,-0.99
0.085,-0.068,-0.984
0.088,-0.069,-0.99
0.056,-0.058,-0.999
0.002,-0.05,-1.026
-0.06,-0.031,-1.095
-0.07,-0.06,-1.163
-0.03,-0.095,-1.207
0.015,-0.068,-1.243
0.058,-0.045,-1.252
0.103,-0.073,-1.192
0.13,-0.104,-1.123
0.142,-0.133,-1.076
0.131,-0.173,-1.052
0.101,-0.204,-1.059
0.092,-0.239,-1.068
0.111,-0.3,-1.077
0.13,-0.34,-1.094
0.127,-0.342,-1.085
0.132,-0.352,-1.052
0.129,-0.38,-1.019
0.112,-0.414,-0.979
0.096,-0.455,-0.916
0.06,-0.502,-0.89
0.047,-0.53,-0.916
0.088,-0.562,-0.948
0.141,-0.575,-0.926
0.159,-0.479,-0.938
0.182,-0.355,-0.952
0.185,-0.315,-0.981
0.162,-0.326,-1.035
0.158,-0.297,-1.113
0.181,-0.241,-1.208
0.201,-0.178,-1.281
0.195,-0.12,-1.318
0.142,-0.091,-1.357
0.039,-0.083,-1.394
-0.056,-0.096,-1.381
-0.07,-0.131,-1.303
-0.053,-0.185,-1.198
-0.05,-0.203,-1.107
-0.079,-0.167,-1.029
-0.137,-0.132,-0.936
-0.201,-0.156,-0.854
-0.218,-0.179,-0.776
-0.178,-0.178,-0.712
-0.126,-0.186,-0.709
-0.108,-0.214,-0.752
-0.051,-0.209,-0.799
-0.008,-0.198,-0.927
-0.037,-0.169,-1.054
-0.062,-0.114,-1.139
-0.042,-0.088,-1.163
-0.019,-0.094,-1.14
-0.025,-0.129,-1.08
-0.055,-0.164,-1.009
-0.065,-0.198,-0.937
-0.002,-0.199,-0.93
0.063,-0.149,-1.01
0.086,-0.133,-1.056
0.115,-0.132,-1.034
0.074,-0.155,-0.966
0.031,-0.177,-0.958
0.017,-0.17,-1.029
0.024,-0.138,-1.051
0.037,-0.097,-1
-0.005,-0.065,-1.012
-0.049,-0.062,-1.068
-0.066,-0.008,-1.14
-0.054,0.05,-1.211
-0.037,0.053,-1.243
-0.067,0.016,-1.217
-0.081,-0.002,-1.175
-0.068,0.031,-1.124
-0.044,0.048,-1.081
-0.014,0.059,-1.069
-0.003,0.099,-1.064
-0.003,0.119,-1.052
0.023,0.123,-1.016
0.038,0.121,-0.975
0.051,0.118,-0.93
0.062,0.118,-0.885
0.062,0.113,-0.849
0.075,0.128,-0.816
0.1,0.16,-0.811
0.112,0.22,-0.877
0.138,0.27,-0.988
0.168,0.249,-1.086
0.143,0.214,-1.144
0.129,0.204,-1.164
0.151,0.211,-1.143
0.187,0.2,-1.076
0.201,0.196,-1.003
0.174,0.212,-0.939
0.155,0.217,-0.88
0.155,0.197,-0.812
0.138,0.183,-0.739
0.13,0.195,-0.686
0.151,0.196,-0.713
0.118,0.208,-0.782
0.049,0.234,-0.836
0.029,0.234,-0.88
0.044,0.256,-0.901
0.057,0.285,-0.927
0.019,0.275,-0.919
-0.033,0.225,-0.872
-0.04,0.192,-0.838
-0.015,0.191,-0.839
-0.006,0.222,-0.876
0.009,0.229,-0.912
0.04,0.204,-0.919
0.057,0.17,-0.902
0.074,0.151,-0.899
0.086,0.13,-0.92
0.088,0.125,-0.981
0.087,0.109,-1.069
0.07,0.063,-1.146
0.046,0.063,-1.198
0.046,0.075,-1.195
0.039,0.082,-1.143
0.014,0.075,-1.076
-0.011,0.064,-1.041
-0.007,0.054,-1.048
0.006,0.004,-1.076
-0.019,-0.06,-1.097
-0.062,-0.097,-1.029
-0.082,-0.124,-0.849
-0.067,-0.123,-0.912
-0.062,-0.077,-1.104
-0.063,-0.082,-1.27
-0.038,-0.117,-1.337
-0.021,-0.147,-1.292
-0.024,-0.187,-1.172
-0.021,-0.206,-1.087
-0.012,-0.184,-1.062
0.003,-0.175,-1.069
0.031,-0.178,-1.092
0.053,-0.172,-1.119
0.079,-0.178,-1.107
0.1,-0.201,-1.024
0.096,-0.225,-0.929
0.083,-0.231,-0.887
0.073,-0.215,-0.915
0.084,-0.222,-1.001
0.096,-0.242,-1.049
0.102,-0.256,-1.027
0.091,-0.278,-0.997
0.05,-0.294,-0.993
0.017,-0.303,-1.023
0.01,-0.298,-1.078
0.008,-0.286,-1.129
0,-0.275,-1.166
0.003,-0.256,-1.176
0.009,-0.234,-1.165
0.009,-0.221,-1.13
0.009,-0.215,-1.085
0.014,-0.198,-1.053
0.004,-0.179,-1.039
0.002,-0.17,-1.041
0.032,-0.163,-1.057
0.061,-0.164,-1.089
0.067,-0.144,-1.133
0.055,-0.131,-1.154
0.061,-0.122,-1.129
0.033,-0.087,-1.108
0.01,-0.063,-1.065
0,-0.082,-1.017
0.007,-0.074,-0.987
0.007,-0.045,-0.992
-0.003,-0.033,-1.025
0.018,-0.029,-1.07
0.055,-0.035,-1.111
0.072,-0.037,-1.135
0.066,-0.022,-1.135
0.071,-0.019,-1.123
0.092,-0.004,-1.106
0.112,0.018,-1.1
0.123,0.048,-1.091
0.134,0.08,-1.068
0.148,0.093,-1.038
0.145,0.067,-1.07
0.131,0.07,-1.082
0.108,0.083,-1.098
0.099,0.094,-1.106
0.093,0.098,-1.095
0.092,0.104,-1.071
0.119,0.109,-1.04
0.153,0.129,-1.016
0.17,0.155,-0.994
0.179,0.153,-0.987
0.186,0.15,-0.98
0.174,0.155,-0.983
0.15,0.142,-0.974
0.136,0.11,-0.963
0.142,0.109,-0.954
0.146,0.119,-0.947
0.162,0.116,-0.929
0.168,0.12,-0.904
0.175,0.136,-0.922
0.176,0.147,-0.91
0.165,0.128,-0.87
0.156,0.114,-0.822
0.142,0.118,-0.814
0.144,0.134,-0.864
0.16,0.142,-0.923
0.176,0.13,-0.932
0.191,0.122,-0.904
0.192,0.129,-0.877
0.191,0.123,-0.848
0.19,0.118,-0.819
0.199,0.136,-0.82
0.201,0.138,-0.842
0.206,0.117,-0.854
0.217,0.098,-0.853
0.213,0.098,-0.861
0.198,0.096,-0.869
0.174,0.089,-0.868
0.155,0.083,-0.888
0.145,0.084,-0.939
0.144,0.085,-0.988
0.147,0.075,-1.001
0.135,0.056,-0.975
0.115,0.059,-0.947
0.098,0.068,-0.93
0.096,0.054,-0.929
0.097,0.049,-0.932
0.103,0.047,-0.986
0.122,0.046,-1.049
0.14,0.045,-1.083
0.153,0.041,-1.094
0.144,0.033,-1.043
0.125,0.016,-0.986
0.094,0.034,-0.959
0.082,0.035,-0.946
0.067,0.015,-0.93
0.064,0,-0.914
0.08,0,-0.928
0.1,0.005,-0.992
0.115,-0.004,-1.058
0.134,-0.019,-1.062
0.158,-0.031,-1.034
0.17,-0.024,-0.999
0.179,-0.021,-0.96
0.186,-0.03,-0.909
0.194,-0.045,-0.879
0.193,-0.05,-0.919
0.199,-0.063,-0.984
0.218,-0.088,-1.023
0.242,-0.106,-1.077
0.267,-0.111,-1.11
0.281,-0.115,-1.09
0.281,-0.125,-1.047
0.27,-0.133,-1.039
0.271,-0.141,-1.101
0.278,-0.159,-1.141
0.257,-0.189,-1.128
0.224,-0.219,-1.081
0.189,-0.215,-1.031
0.162,-0.193,-1.018
0.159,-0.193,-1.012
0.159,-0.204,-1.016
0.157,-0.198,-1.033
0.15,-0.192,-1.025
0.144,-0.194,-1.054
0.136,-0.196,-1.112
0.13,-0.194,-1.132
0.117,-0.187,-1.13
0.104,-0.181,-1.108
0.089,-0.176,-1.067
0.085,-0.174,-1.054
0.1,-0.17,-1.053
0.109,-0.168,-1.019
0.102,-0.163,-0.972
0.098,-0.147,-0.94
0.106,-0.134,-0.936
0.133,-0.127,-0.967
0.163,-0.112,-1.022
0.161,-0.12,-1.075
0.156,-0.136,-1.108
0.146,-0.123,-1.105
0.121,-0.108,-1.08
0.103,-0.104,-1.058
0.089,-0.109,-1.039
0.075,-0.11,-1.036
0.074,-0.103,-1.051
0.083,-0.096,-1.095
0.092,-0.09,-1.136
0.1,-0.087,-1.149
0.101,-0.089,-1.135
0.099,-0.087,-1.098
0.095,-0.077,-1.053
0.094,-0.064,-1.02
0.094,-0.063,-1.014
0.103,-0.067,-1.052
0.122,-0.053,-1.111
0.129,-0.029,-1.143
0.12,-0.024,-1.141
0.119,-0.022,-1.117
0.115,-0.016,-1.082
0.106,-0.021,-1.055
0.11,-0.03,-1.04
0.126,0.004,-1.049
0.162,0.035,-1.085
0.159,0.039,-1.147
0.131,0.085,-1.193
0.139,0.104,-1.212
0.155,0.094,-1.202
0.162,0.09,-1.15
0.16,0.107,-1.091
0.151,0.131,-1.057
0.153,0.155,-1.038
0.172,0.157,-1.02
0.168,0.131,-0.988
0.168,0.115,-0.947
0.186,0.115,-0.916
0.195,0.12,-0.893
0.187,0.118,-0.884
0.172,0.123,-0.884
0.145,0.128,-0.898
0.121,0.129,-0.915
0.129,0.144,-0.922
0.138,0.167,-0.929
0.132,0.173,-0.9
0.114,0.17,-0.711
0.103,0.138,-0.643
0.088,0.167,-0.644
0.049,0.206,-0.722
0.024,0.227,-0.857
0.035,0.229,-0.962
0.06,0.196,-0.985
0.067,0.186,-1.053
0.095,0.202,-1.145
0.121,0.179,-1.142
0.117,0.151,-1.051
0.099,0.174,-0.965
0.086,0.201,-0.893
0.078,0.194,-0.831
0.071,0.178,-0.778
0.077,0.181,-0.756
0.083,0.188,-0.791
0.09,0.202,-0.869
0.094,0.204,-0.925
0.1,0.199,-0.925
0.076,0.185,-0.875
0.053,0.179,-0.825
0.03,0.19,-0.788
0,0.202,-0.774
-0.012,0.214,-0.809
-0.009,0.215,-0.885
0.012,0.195,-0.941
0.032,0.167,-0.979
0.035,0.163,-1.026
0.028,0.132,-1.03
0.029,0.084,-1
0.019,0.056,-0.988
-0.003,0.061,-0.994
-0.021,0.072,-1.005
-0.018,0.064,-1.005
0,0.054,-1.003
0.015,0.041,-1.011
0.019,0.031,-1.023
0.023,0.012,-1.027
0.024,-0.025,-1.017
0.024,-0.047,-1.005
0.022,-0.049,-1.002
0.023,-0.038,-0.999
0.014,-0.033,-0.985
0.007,-0.031,-0.985
0.034,-0.021,-0.997
0.066,-0.01,-1.011
0.082,-0.022,-1.027
0.095,-0.03,-1.054
0.109,-0.039,-1.116
0.136,-0.06,-1.202
0.154,-0.056,-1.272
0.134,-0.027,-1.315
0.116,-0.017,-1.321
0.122,-0.055,-1.264
0.107,-0.086,-1.196
0.082,-0.085,-1.159
0.055,-0.079,-1.108
-0.015,-0.076,-0.788
-0.056,-0.105,-0.654
-0.094,-0.034,-0.832
-0.142,-0.004,-1.181
-0.124,-0.043,-1.441
-0.066,-0.122,-1.529
-0.019,-0.176,-1.485
0.006,-0.181,-1.386
-0.03,-0.128,-1.299
-0.073,-0.058,-1.247
-0.096,-0.053,-1.186
-0.099,-0.057,-1.109
-0.093,-0.028,-1.018
-0.087,-0.006,-0.935
-0.101,-0.01,-0.89
-0.088,-0.03,-0.93
-0.076,-0.006,-0.965
-0.115,0.024,-1.053
-0.132,0.023,-1.088
-0.127,0.008,-1.072
-0.118,-0.001,-1.054
-0.111,0.011,-1.057
-0.106,0.034,-1.073
-0.103,0.054,-1.083
-0.09,0.067,-1.148
-0.075,0.063,-1.2
-0.061,0.039,-1.179
-0.052,0.016,-1.146
-0.049,0.029,-1.13
-0.059,0.059,-1.122
-0.059,0.072,-1.121
-0.045,0.084,-1.117
-0.036,0.09,-1.113
-0.025,0.096,-1.115
-0.018,0.105,-1.112
-0.012,0.097,-1.122
0.001,0.083,-1.142
0.013,0.088,-1.159
0.017,0.104,-1.164
0.018,0.119,-1.155
0.026,0.116,-1.144
0.04,0.104,-1.135
0.059,0.118,-1.132
0.074,0.13,-1.14
0.089,0.14,-1.144
0.083,0.151,-1.128
0.071,0.16,-1.094
0.072,0.165,-1.047
0.07,0.169,-1.005
0.064,0.185,-0.976
0.052,0.227,-0.965
0.036,0.264,-0.957
0.022,0.268,-0.947
0.013,0.227,-0.945
0.022,0.187,-0.975
0.048,0.204,-1.013
0.057,0.242,-1.025
0.047,0.273,-0.988
0.032,0.296,-0.736
-0.017,0.277,-0.397
-0.006,0.261,-0.65
0.002,0.317,-0.785
-0.033,0.318,-0.922
-0.029,0.303,-1.012
-0.003,0.271,-1.077
0.014,0.263,-1.148
0.066,0.283,-1.16
0.083,0.258,-1.024
0.061,0.225,-0.83
0.044,0.24,-0.695
0.038,0.27,-0.626
0.015,0.266,-0.604
0.003,0.253,-0.608
0.035,0.252,-0.612
0.085,0.258,-0.628
0.109,0.279,-0.662
0.106,0.286,-0.708
0.1,0.278,-0.755
0.086,0.276,-0.788
0.051,0.276,-0.803
0.029,0.27,-0.779
0.013,0.264,-0.783
-0.011,0.286,-0.833
-0.036,0.305,-0.875
-0.04,0.293,-0.954
-0.021,0.273,-0.984
-0.015,0.259,-0.973
-0.017,0.245,-0.975
-0.029,0.219,-0.988
-0.042,0.214,-1.026
-0.069,0.202,-1.059
-0.082,0.181,-1.07
-0.062,0.154,-1.073
-0.035,0.12,-1.082
-0.029,0.095,-1.108
-0.037,0.098,-1.141
-0.05,0.114,-1.174
-0.057,0.125,-1.191
-0.048,0.128,-1.187
-0.042,0.132,-1.183
-0.048,0.131,-1.18
-0.053,0.125,-1.146
-0.061,0.107,-1.084
-0.065,0.088,-1.017
-0.063,0.08,-0.969
-0.059,0.079,-0.981
-0.046,0.075,-1.047
-0.032,0.06,-1.115
-0.024,0.043,-1.152
-0.01,0.031,-1.173
0.003,0.017,-1.171
0.015,0.006,-1.146
-0.005,0.005,-1.089
-0.04,0.001,-1.031
-0.062,-0.003,-0.993
-0.07,0.008,-0.99
-0.078,0.015,-0.998
-0.08,0.01,-1.013
-0.07,-0.01,-1.031
-0.067,-0.028,-1.039
-0.093,-0.035,-1.019
-0.151,-0.039,-0.977
-0.19,-0.056,-0.954
-0.168,-0.079,-0.984
-0.114,-0.095,-1.072
-0.062,-0.115,-1.193
-0.016,-0.122,-1.301
0.021,-0.119,-1.37
0.051,-0.107,-1.374
0.062,-0.097,-1.321
0.046,-0.074,-1.249
0.016,-0.024,-1.176
-0.015,0.02,-1.123
-0.046,0.05,-1.083
-0.083,0.069,-1.058
-0.118,0.077,-1.063
-0.146,0.077,-1.104
-0.16,0.078,-1.145
-0.167,0.066,-1.146
-0.168,0.051,-1.113
-0.175,0.052,-1.092
-0.187,0.063,-1.077
-0.177,0.042,-1.062
-0.14,0.023,-1.068
-0.116,0.025,-1.104
-0.107,0.03,-1.156
-0.106,0.025,-1.195
-0.108,0.007,-1.208
-0.091,-0.003,-1.199
-0.064,-0.004,-1.183
-0.038,0.008,-1.166
-0.02,0.036,-1.154
-0.014,0.061,-1.143
-0.019,0.077,-1.127
-0.045,0.092,-1.113
-0.073,0.101,-1.098
-0.093,0.104,-1.075
-0.108,0.104,-1.054
-0.117,0.103,-1.043
-0.119,0.107,-1.054
-0.118,0.118,-1.071
-0.12,0.132,-1.094
-0.12,0.134,-1.13
-0.118,0.133,-1.167
-0.111,0.164,-1.188
-0.122,0.208,-1.179
-0.144,0.226,-1.149
-0.148,0.212,-1.095
-0.112,0.196,-1.039
-0.06,0.208,-1.002
-0.036,0.235,-0.996
-0.023,0.239,-1.009
-0.009,0.244,-1.026
-0.011,0.261,-1.037
-0.02,0.263,-1.039
-0.029,0.272,-1.009
-0.031,0.287,-0.946
-0.018,0.298,-0.871
-0.027,0.307,-0.627
-0.088,0.297,-0.316
-0.053,0.272,-0.535
-0.019,0.288,-0.624
-0.031,0.301,-0.839
-0.047,0.345,-0.99
-0.033,0.341,-1.146
-0.007,0.331,-1.241
-0.001,0.293,-1.121
0.008,0.26,-0.952
0.035,0.297,-0.858
0.036,0.329,-0.787
0.011,0.295,-0.755
-0.001,0.236,-0.763
0.03,0.202,-0.776
0.071,0.192,-0.759
0.083,0.172,-0.665
0.087,0.128,-0.518
0.097,0.115,-0.529
0.096,0.179,-0.682
0.056,0.201,-0.858
0.031,0.188,-0.919
0.055,0.172,-0.913
0.071,0.169,-0.881
0.049,0.178,-0.864
0.023,0.187,-0.877
0,0.189,-0.898
-0.017,0.189,-0.908
-0.029,0.179,-0.902
-0.032,0.17,-0.884
-0.021,0.162,-0.876
-0.022,0.149,-0.882
-0.023,0.154,-0.897
-0.025,0.166,-0.918
-0.037,0.165,-0.952
-0.04,0.162,-1.002
-0.02,0.163,-1.059
-0.002,0.16,-1.098
-0.009,0.156,-1.104
-0.029,0.152,-1.09
-0.051,0.146,-1.078
-0.069,0.142,-1.058
-0.07,0.138,-1.019
-0.067,0.131,-0.999
-0.047,0.123,-0.998
-0.032,0.129,-1.005
-0.064,0.149,-1.014
-0.097,0.143,-1.034
-0.082,0.136,-1.058
-0.073,0.133,-1.073
-0.08,0.125,-1.094
-0.072,0.123,-1.106
-0.069,0.109,-1.105
-0.084,0.081,-1.096
-0.099,0.076,-1.095
-0.102,0.089,-1.101
-0.113,0.079,-1.107
-0.121,0.067,-1.117
-0.114,0.075,-1.134
-0.099,0.078,-1.151
-0.1,0.071,-1.158
-0.125,0.065,-1.158
-0.17,0.054,-1.144
-0.193,0.045,-1.126
-0.187,0.036,-1.111
-0.186,0.026,-1.091
-0.203,0.021,-1.059
-0.244,0.002,-1.026
-0.271,-0.033,-0.996
-0.26,-0.063,-0.99
-0.235,-0.085,-1.028
-0.197,-0.103,-1.09
-0.14,-0.117,-1.165
-0.073,-0.106,-1.249
-0.027,-0.092,-1.324
-0.02,-0.082,-1.369
-0.013,-0.063,-1.38
0.001,-0.032,-1.361
0.019,0.004,-1.313
0.026,0.035,-1.251
0.001,0.048,-1.205
-0.064,0.041,-1.174
-0.113,0.04,-1.139
-0.142,0.056,-1.106
-0.157,0.068,-1.074
-0.178,0.074,-1.004
-0.197,0.078,-0.98
-0.208,0.093,-0.993
-0.235,0.115,-1.019
-0.245,0.125,-1.046
-0.227,0.114,-1.032
-0.221,0.095,-1.014
-0.216,0.087,-1.019
-0.208,0.093,-1.036
-0.181,0.109,-1.049
-0.149,0.12,-1.063
-0.13,0.118,-1.081
-0.118,0.107,-1.079
-0.11,0.104,-1.097
-0.095,0.106,-1.131
-0.091,0.087,-1.095
-0.097,0.06,-1.034
-0.084,0.055,-1.005
-0.049,0.058,-0.999
-0.06,0.069,-0.999
-0.092,0.091,-1.008
-0.098,0.1,-1.018
-0.086,0.104,-1.025
-0.089,0.109,-1.025
-0.099,0.114,-1.021
-0.104,0.113,-1.027
-0.112,0.119,-0.998
-0.136,0.137,-0.981
-0.147,0.158,-1.006
-0.152,0.164,-1.037
-0.14,0.154,-1.068
-0.107,0.146,-1.063
-0.079,0.136,-1.06
-0.074,0.134,-1.067
-0.061,0.137,-1.046
-0.053,0.139,-1.013
-0.049,0.149,-0.982
-0.046,0.172,-0.938
-0.059,0.179,-0.89
-0.064,0.174,-0.849
-0.051,0.154,-0.835
-0.023,0.137,-0.849
-0.008,0.15,-0.873
-0.02,0.163,-0.894
-0.003,0.148,-0.905
0.029,0.136,-0.906
0.034,0.138,-0.9
0.035,0.135,-0.84
0.023,0.145,-0.627
0.021,0.133,-0.723
0.021,0.179,-0.944
0.001,0.184,-1.107
0.003,0.144,-1.109
0.023,0.099,-1.007
0.038,0.091,-0.905
0.049,0.106,-0.827
0.045,0.11,-0.785
0.035,0.115,-0.795
0.032,0.122,-0.83
0.023,0.122,-0.866
0.011,0.121,-0.876
0.007,0.109,-0.872
0.006,0.095,-0.862
0.004,0.092,-0.85
0.002,0.086,-0.879
0.002,0.101,-0.905
-0.021,0.112,-0.928
-0.033,0.099,-0.929
-0.032,0.093,-0.933
-0.032,0.099,-0.97
-0.041,0.096,-1.002
-0.048,0.079,-1.02
-0.04,0.065,-1.042
-0.046,0.063,-1.055
-0.058,0.052,-1.046
-0.066,0.042,-1.029
-0.076,0.045,-1.016
-0.074,0.042,-1.014
-0.065,0.032,-1.031
-0.054,0.04,-1.045
-0.055,0.046,-1.05
-0.054,0.035,-1.052
-0.039,0.029,-1.047
-0.022,0.038,-1.036
-0.019,0.036,-1.022
-0.038,0.01,-1.025
-0.045,-0.003,-1.038
-0.06,0.003,-1.046
-0.073,0.002,-1.044
-0.069,0.004,-1.032
-0.059,0.001,-1.029
-0.055,-0.008,-1.034
-0.065,-0.022,-1.061
-0.067,-0.035,-1.098
-0.057,-0.031,-1.12
-0.049,-0.032,-1.093
-0.055,-0.053,-1.052
-0.05,-0.056,-1.028
-0.047,-0.059,-1.008
-0.056,-0.067,-0.994
-0.087,-0.059,-0.995
-0.102,-0.064,-1.044
-0.099,-0.092,-1.123
-0.108,-0.121,-1.183
-0.108,-0.142,-1.218
-0.105,-0.158,-1.2
-0.11,-0.171,-1.14
-0.117,-0.177,-1.132
-0.136,-0.17,-1.162
-0.156,-0.17,-1.155
-0.15,-0.171,-1.114
-0.132,-0.165,-1.053
-0.118,-0.149,-1
-0.119,-0.14,-0.968
-0.129,-0.133,-0.957
-0.133,-0.116,-0.96
-0.144,-0.112,-0.972
-0.147,-0.122,-1.001
-0.124,-0.123,-1.047
-0.107,-0.098,-1.09
-0.105,-0.085,-1.112
-0.097,-0.107,-1.117
-0.076,-0.101,-1.112
-0.067,-0.078,-1.101
-0.057,-0.062,-1.074
-0.053,-0.054,-1.035
-0.069,-0.035,-0.871
-0.067,-0.065,-0.867
-0.039,-0.05,-0.923
-0.06,-0.016,-1.008
-0.073,-0.001,-1.099
-0.067,0.001,-1.172
-0.049,-0.007,-1.202
-0.039,-0.011,-1.173
-0.049,-0.014,-1.093
-0.061,-0.002,-1.015
-0.066,0.015,-0.973
-0.075,0.004,-0.983
-0.086,-0.013,-1.043
-0.079,-0.02,-1.09
-0.062,-0.027,-1.096
-0.045,-0.034,-1.079
-0.041,-0.035,-1.062
-0.034,-0.024,-1.061
-0.039,-0.005,-1.071
-0.045,0.014,-1.087
-0.048,0.021,-1.085
-0.051,0.017,-1.076
-0.053,0.018,-1.073
-0.06,0.018,-1.08
-0.055,0.014,-1.105
-0.035,0.023,-1.126
-0.022,0.034,-1.125
-0.02,0.044,-1.105
-0.006,0.056,-1.077
0.016,0.058,-1.044
0.009,0.07,-1.011
-0.017,0.09,-0.987
-0.034,0.094,-0.971
-0.037,0.092,-0.96
-0.036,0.092,-0.953
-0.044,0.103,-0.918
-0.053,0.108,-0.807
-0.029,0.089,-0.842
-0.022,0.107,-0.945
-0.042,0.131,-1.067
-0.045,0.135,-1.085
-0.024,0.127,-1.033
-0.008,0.134,-1.001
-0.013,0.14,-0.982
-0.019,0.13,-0.952
-0.019,0.108,-0.88
-0.005,0.084,-0.809
0.006,0.09,-0.811
0.009,0.1,-0.845
0.012,0.09,-0.863
0.02,0.077,-0.855
0.03,0.076,-0.846
0.031,0.077,-0.838
0.028,0.077,-0.821
0.017,0.082,-0.819
0.003,0.066,-0.847
0.007,0.043,-0.891
0.015,0.043,-0.925
0.004,0.039,-0.95
0.001,0.031,-0.96
0.013,0.03,-0.949
0.021,0.033,-0.931
0.02,0.028,-0.92
0.012,0.036,-0.915
0.008,0.046,-0.838
0.019,0.046,-0.814
0.02,0.073,-0.811
-0.005,0.086,-0.834
-0.015,0.095,-0.851
-0.013,0.1,-0.894
-0.011,0.097,-0.981
-0.015,0.084,-1.086
-0.018,0.072,-1.132
-0.017,0.05,-1.084
-0.006,0.039,-0.994
-0.009,0.06,-0.929
-0.021,0.089,-0.89
-0.024,0.098,-0.876
-0.023,0.094,-0.891
-0.026,0.09,-0.928
-0.027,0.086,-0.974
-0.03,0.066,-1.048
-0.047,0.057,-1.109
-0.058,0.051,-1.111
-0.061,0.046,-1.069
-0.075,0.051,-1.016
-0.094,0.066,-0.977
-0.108,0.07,-0.965
-0.11,0.062,-0.981
-0.095,0.056,-1.008
-0.086,0.041,-1.033
-0.081,0.034,-1.09
-0.067,0.026,-1.124
-0.064,0.019,-1.108
-0.069,0.021,-1.07
-0.079,0.029,-1.051
-0.086,0.033,-1.042
-0.087,0.04,-1.045
-0.069,0.034,-1.07
-0.059,0.026,-1.09
-0.047,0.025,-1.098
-0.033,0.024,-1.092
-0.034,0.018,-1.088
-0.037,0.015,-1.101
-0.038,0.024,-1.113
-0.036,0.021,-1.112
-0.038,0.009,-1.1
-0.049,0.005,-1.091
-0.057,0.011,-1.083
-0.069,0.001,-1.065
-0.07,-0.008,-1.047
-0.075,-0.007,-1.041
-0.094,-0.004,-1.048
-0.107,-0.006,-1.067
-0.112,-0.015,-1.096
-0.106,-0.018,-1.12
-0.093,-0.029,-1.138
-0.089,-0.04,-1.178
-0.078,-0.042,-1.219
-0.068,-0.04,-1.196
-0.071,-0.032,-1.138
-0.082,-0.009,-1.098
-0.092,0.005,-1.074
-0.097,0.006,-1.058
-0.093,0.017,-1.069
-0.095,0.023,-1.086
-0.097,0.02,-1.09
-0.1,0.016,-1.088
-0.1,0.018,-1.099
-0.096,0.024,-1.105
