time,gFx,gFy,gFz,gFTotal
1.038,0.062,-0.040,-0.458,0.464
1.048,-0.017,-0.067,-0.418,0.424
1.058,-0.057,-0.109,-0.424,0.441
1.068,-0.081,-0.124,-0.423,0.448
1.078,-0.072,-0.121,-0.401,0.425
1.088,-0.039,-0.087,-0.373,0.385
1.098,0.048,-0.096,-0.387,0.401
1.108,0.180,-0.147,-0.424,0.484
1.118,0.185,-0.166,-0.386,0.460
1.128,0.095,-0.127,-0.357,0.390
1.138,0.020,-0.151,-0.389,0.418
1.148,-0.024,-0.199,-0.465,0.506
1.158,-0.026,-0.202,-0.620,0.653
1.168,-0.017,-0.136,-0.780,0.792
1.178,0.015,-0.119,-0.887,0.895
1.188,0.032,-0.127,-0.972,0.980
1.198,-0.019,-0.115,-1.077,1.083
1.208,-0.098,-0.119,-1.227,1.237
1.218,-0.142,-0.138,-1.382,1.396
1.228,-0.111,-0.144,-1.517,1.528
1.238,-0.052,-0.134,-1.576,1.583
1.248,-0.030,-0.119,-1.588,1.593
1.258,-0.058,-0.113,-1.637,1.642
1.268,-0.122,-0.148,-1.725,1.736
1.278,-0.152,-0.173,-1.853,1.868
1.287,-0.136,-0.132,-2.025,2.034
1.298,-0.098,-0.055,-2.183,2.186
1.308,-0.056,0.008,-2.262,2.263
1.317,-0.020,0.023,-2.251,2.251
1.327,0.007,0.006,-2.153,2.153
1.337,-0.006,-0.016,-1.980,1.980
1.347,-0.061,-0.056,-1.810,1.812
1.357,-0.143,-0.092,-1.651,1.659
1.367,-0.195,-0.107,-1.516,1.532
1.377,-0.211,-0.103,-1.423,1.442
1.387,-0.215,-0.089,-1.361,1.380
1.397,-0.229,-0.083,-1.301,1.324
1.407,-0.251,-0.090,-1.213,1.242
1.417,-0.231,-0.109,-1.106,1.135
1.428,-0.158,-0.113,-0.998,1.017
1.437,-0.083,-0.090,-0.876,0.885
1.447,-0.020,-0.078,-0.745,0.750
1.457,0.021,-0.085,-0.623,0.629
1.467,0.039,-0.088,-0.501,0.510
1.477,0.059,-0.094,-0.385,0.401
1.487,0.072,-0.084,-0.301,0.321
1.497,0.075,-0.071,-0.262,0.281
1.507,0.085,-0.058,-0.267,0.286
1.517,0.092,-0.076,-0.302,0.325
1.527,0.071,-0.085,-0.306,0.325
1.537,0.073,-0.083,-0.275,0.296
1.547,0.088,-0.094,-0.220,0.255
1.557,0.091,-0.119,-0.140,0.205
1.567,0.086,-0.133,-0.073,0.174
1.577,0.048,-0.140,-0.040,0.153
1.587,-0.029,-0.178,-0.029,0.182
1.597,-0.096,-0.222,-0.066,0.251
1.607,-0.082,-0.238,-0.166,0.302
1.617,-0.048,-0.216,-0.281,0.358
1.627,-0.012,-0.191,-0.392,0.436
1.637,0.018,-0.177,-0.517,0.547
1.647,0.033,-0.177,-0.653,0.677
1.657,0.002,-0.207,-0.771,0.798
1.667,-0.053,-0.248,-0.896,0.932
1.677,-0.109,-0.285,-1.015,1.060
1.687,-0.143,-0.322,-1.131,1.184
1.697,-0.119,-0.347,-1.230,1.283
1.707,-0.082,-0.343,-1.320,1.367
1.717,-0.043,-0.331,-1.456,1.494
1.727,0.024,-0.331,-1.622,1.656
1.737,0.058,-0.368,-1.752,1.791
1.747,0.022,-0.450,-1.813,1.868
1.757,-0.067,-0.528,-1.811,1.887
1.767,-0.155,-0.580,-1.808,1.905
1.777,-0.199,-0.574,-1.814,1.913
1.787,-0.167,-0.492,-1.831,1.903
1.797,-0.095,-0.371,-1.844,1.883
1.807,-0.011,-0.249,-1.824,1.841
1.817,0.069,-0.157,-1.750,1.759
1.827,0.115,-0.114,-1.609,1.617
1.837,0.130,-0.116,-1.425,1.435
1.846,0.141,-0.134,-1.227,1.243
1.857,0.158,-0.166,-1.046,1.070
1.866,0.146,-0.188,-0.904,0.935
1.876,0.116,-0.192,-0.824,0.854
1.886,0.077,-0.190,-0.815,0.841
1.896,0.053,-0.155,-0.869,0.884
1.906,0.036,-0.104,-0.939,0.945
1.916,0.004,-0.057,-1.019,1.021
1.926,-0.034,-0.023,-1.071,1.072
1.936,-0.070,-0.009,-1.081,1.084
1.946,-0.095,0.009,-1.067,1.071
1.956,-0.112,0.011,-1.052,1.058
1.966,-0.129,0.013,-1.032,1.040
1.976,-0.122,0.016,-1.013,1.021
1.986,-0.104,0.019,-0.979,0.985
1.996,-0.076,0.012,-0.912,0.916
2.006,-0.035,0.012,-0.820,0.821
2.016,-0.011,0.007,-0.721,0.721
2.026,-0.001,-0.012,-0.610,0.610
2.036,0.009,-0.028,-0.500,0.501
2.046,0.021,-0.050,-0.404,0.407
2.056,0.032,-0.074,-0.324,0.334
2.066,0.040,-0.093,-0.264,0.283
2.076,0.039,-0.117,-0.220,0.252
2.086,0.054,-0.143,-0.187,0.241
2.096,0.071,-0.159,-0.171,0.244
2.106,0.078,-0.177,-0.187,0.269
2.116,0.074,-0.197,-0.226,0.308
2.126,0.080,-0.215,-0.263,0.349
2.136,0.074,-0.224,-0.287,0.371
2.146,0.048,-0.219,-0.338,0.406
2.156,0.000,-0.215,-0.436,0.486
2.166,-0.038,-0.182,-0.604,0.632
2.176,-0.013,-0.120,-0.859,0.868
2.186,-0.024,-0.089,-1.112,1.116
2.196,-0.053,-0.105,-1.329,1.334
2.206,-0.093,-0.106,-1.498,1.505
2.216,-0.139,-0.114,-1.656,1.666
2.226,-0.178,-0.139,-1.754,1.768
2.236,-0.216,-0.178,-1.759,1.781
2.246,-0.222,-0.239,-1.683,1.714
2.256,-0.213,-0.286,-1.562,1.602
2.266,-0.216,-0.333,-1.440,1.494
2.276,-0.275,-0.343,-1.364,1.433
2.286,-0.350,-0.304,-1.442,1.514
2.296,-0.391,-0.218,-1.640,1.700
2.306,-0.434,-0.073,-1.835,1.887
2.316,-0.373,0.013,-2.044,2.077
2.326,-0.282,0.071,-2.148,2.168
2.336,-0.248,0.138,-2.017,2.037
2.346,-0.202,0.100,-1.722,1.737
2.356,-0.155,0.034,-1.431,1.440
2.365,-0.132,-0.032,-1.193,1.201
2.375,-0.126,-0.098,-1.008,1.020
2.385,-0.122,-0.149,-0.881,0.902
2.395,-0.113,-0.175,-0.802,0.829
2.405,-0.117,-0.171,-0.763,0.791
2.415,-0.132,-0.164,-0.750,0.779
2.425,-0.149,-0.150,-0.727,0.757
2.435,-0.167,-0.126,-0.702,0.733
2.445,-0.173,-0.127,-0.671,0.705
2.455,-0.163,-0.127,-0.623,0.656
2.465,-0.139,-0.117,-0.568,0.596
2.475,-0.097,-0.111,-0.543,0.562
2.485,-0.051,-0.116,-0.513,0.529
2.495,-0.018,-0.116,-0.446,0.462
2.505,0.005,-0.120,-0.369,0.388
2.515,0.012,-0.131,-0.306,0.333
2.525,0.014,-0.148,-0.288,0.324
2.535,0.021,-0.157,-0.303,0.341
2.545,0.035,-0.160,-0.338,0.375
2.555,0.060,-0.169,-0.368,0.410
2.565,0.069,-0.178,-0.380,0.425
2.575,0.063,-0.169,-0.379,0.419
2.585,0.087,-0.166,-0.394,0.437
2.595,0.117,-0.181,-0.424,0.476
2.605,0.117,-0.188,-0.447,0.499
2.615,0.090,-0.182,-0.498,0.538
2.625,0.067,-0.193,-0.575,0.611
2.635,0.034,-0.216,-0.672,0.706
2.645,0.035,-0.232,-0.751,0.787
2.655,0.027,-0.229,-0.834,0.865
2.665,0.021,-0.222,-0.942,0.968
2.675,0.046,-0.219,-1.054,1.078
2.685,0.071,-0.208,-1.140,1.161
2.695,0.073,-0.186,-1.208,1.225
2.705,0.067,-0.162,-1.298,1.310
2.715,0.069,-0.146,-1.413,1.422
2.725,0.065,-0.096,-1.532,1.537
2.735,0.074,-0.062,-1.639,1.642
2.745,0.088,-0.057,-1.754,1.757
2.755,0.081,-0.027,-1.843,1.845
2.765,0.077,-0.029,-1.859,1.861
2.775,0.087,-0.100,-1.768,1.773
2.785,0.068,-0.150,-1.621,1.629
2.795,0.035,-0.140,-1.538,1.545
2.805,-0.009,-0.136,-1.568,1.574
2.815,-0.043,-0.129,-1.629,1.635
2.825,-0.050,-0.087,-1.678,1.681
2.835,-0.006,-0.040,-1.705,1.705
2.845,0.062,-0.006,-1.685,1.686
2.854,0.137,0.019,-1.621,1.627
2.865,0.195,0.016,-1.501,1.513
2.875,0.218,-0.005,-1.346,1.364
2.884,0.201,-0.041,-1.190,1.208
2.895,0.167,-0.074,-1.063,1.078
2.904,0.157,-0.107,-0.980,0.998
2.914,0.168,-0.133,-0.924,0.948
2.925,0.177,-0.140,-0.890,0.918
2.934,0.198,-0.106,-0.893,0.921
2.944,0.226,-0.061,-0.907,0.936
2.954,0.267,-0.031,-0.905,0.944
2.964,0.290,-0.021,-0.884,0.930
2.974,0.261,-0.004,-0.842,0.882
2.984,0.217,0.005,-0.776,0.806
2.994,0.195,-0.008,-0.701,0.728
3.004,0.194,-0.029,-0.639,0.669
3.014,0.184,-0.040,-0.609,0.637
3.024,0.173,-0.049,-0.597,0.624
3.034,0.135,-0.051,-0.590,0.607
3.044,0.074,-0.047,-0.587,0.594
3.054,0.023,-0.041,-0.571,0.572
3.064,0.009,-0.028,-0.536,0.537
3.074,0.021,-0.013,-0.497,0.497
3.084,0.043,-0.004,-0.469,0.471
3.094,0.080,-0.002,-0.455,0.462
3.104,0.141,-0.001,-0.466,0.487
3.114,0.190,-0.023,-0.475,0.512
3.124,0.185,-0.052,-0.477,0.514
3.134,0.146,-0.074,-0.488,0.515
3.144,0.110,-0.090,-0.490,0.510
3.154,0.073,-0.095,-0.439,0.455
3.164,0.048,-0.097,-0.390,0.404
3.174,0.046,-0.110,-0.386,0.404
3.184,0.065,-0.130,-0.410,0.435
3.194,0.091,-0.162,-0.482,0.516
3.204,0.148,-0.189,-0.618,0.663
3.214,0.226,-0.180,-0.786,0.838
3.224,0.218,-0.128,-0.970,1.002
3.234,0.121,-0.039,-1.160,1.167
3.244,0.027,0.006,-1.363,1.363
3.254,0.006,-0.031,-1.563,1.563
3.264,0.039,-0.071,-1.737,1.739
3.274,0.109,-0.083,-1.876,1.881
3.284,0.180,-0.076,-1.935,1.945
3.294,0.197,-0.052,-1.928,1.939
3.304,0.171,-0.030,-1.894,1.902
3.314,0.144,-0.028,-1.870,1.876
3.324,0.107,-0.060,-1.866,1.870
3.334,0.084,-0.102,-1.886,1.890
3.344,0.089,-0.108,-1.900,1.905
3.354,0.105,-0.058,-1.874,1.878
3.364,0.115,0.007,-1.797,1.801
3.374,0.103,0.053,-1.663,1.667
3.384,0.089,0.071,-1.503,1.507
3.393,0.063,0.076,-1.347,1.350
3.404,0.024,0.068,-1.195,1.197
3.413,-0.033,0.037,-1.045,1.046
3.424,-0.066,-0.014,-0.906,0.909
3.434,-0.079,-0.056,-0.772,0.778
3.443,-0.089,-0.076,-0.670,0.680
3.454,-0.082,-0.068,-0.595,0.605
3.463,-0.031,-0.030,-0.525,0.526
3.473,0.029,-0.010,-0.481,0.482
3.483,0.041,-0.026,-0.458,0.461
3.493,0.039,-0.045,-0.418,0.422
3.503,0.056,-0.055,-0.375,0.383
3.513,0.088,-0.066,-0.372,0.388
3.523,0.112,-0.078,-0.390,0.413
3.533,0.132,-0.091,-0.425,0.454
3.543,0.121,-0.103,-0.469,0.496
3.553,0.106,-0.113,-0.514,0.536
3.563,0.078,-0.125,-0.509,0.530
3.573,0.056,-0.125,-0.483,0.502
3.583,0.035,-0.137,-0.473,0.493
3.593,0.037,-0.155,-0.485,0.511
3.603,0.052,-0.165,-0.521,0.549
3.613,0.077,-0.171,-0.590,0.619
3.623,0.114,-0.166,-0.673,0.702
3.633,0.133,-0.149,-0.745,0.771
3.643,0.063,-0.124,-0.811,0.823
3.653,-0.035,-0.082,-0.853,0.858
3.663,-0.098,-0.048,-0.878,0.885
3.673,-0.124,-0.036,-0.894,0.903
3.683,-0.094,-0.062,-0.899,0.906
3.693,-0.062,-0.127,-0.883,0.894
3.703,-0.029,-0.180,-0.863,0.882
3.713,0.027,-0.207,-0.861,0.886
3.723,0.093,-0.209,-0.889,0.918
3.733,0.129,-0.191,-0.939,0.967
3.743,0.125,-0.163,-1.021,1.042
3.753,0.088,-0.145,-1.108,1.121
3.763,0.064,-0.142,-1.204,1.214
3.773,0.071,-0.140,-1.307,1.316
3.783,0.072,-0.117,-1.416,1.422
3.793,0.090,-0.074,-1.525,1.529
3.803,0.146,-0.047,-1.623,1.630
3.813,0.203,-0.036,-1.702,1.714
3.823,0.250,-0.028,-1.769,1.787
3.833,0.276,-0.020,-1.837,1.858
3.843,0.285,-0.013,-1.910,1.931
3.853,0.269,0.010,-1.965,1.984
3.863,0.237,0.051,-1.992,2.007
3.873,0.223,0.089,-1.984,1.999
3.883,0.235,0.118,-1.935,1.952
3.893,0.222,0.139,-1.815,1.834
3.903,0.185,0.146,-1.633,1.650
3.912,0.152,0.125,-1.436,1.449
3.922,0.128,0.079,-1.239,1.248
3.933,0.123,0.024,-1.053,1.060
3.942,0.142,-0.015,-0.887,0.899
3.952,0.168,-0.049,-0.765,0.784
3.962,0.205,-0.083,-0.681,0.716
3.972,0.220,-0.116,-0.631,0.678
3.982,0.170,-0.111,-0.584,0.618
3.992,0.126,-0.106,-0.560,0.583
4.002,0.110,-0.108,-0.541,0.563
4.009,0.115,-0.100,-0.528,0.550
4.019,0.106,-0.077,-0.510,0.527
4.029,0.092,-0.043,-0.471,0.481
4.039,0.077,-0.013,-0.429,0.436
4.048,0.062,-0.001,-0.393,0.398
4.059,0.040,-0.003,-0.365,0.367
4.069,0.025,-0.025,-0.355,0.356
4.079,0.035,-0.051,-0.349,0.354
4.088,0.058,-0.057,-0.347,0.357
4.098,0.075,-0.052,-0.358,0.369
4.108,0.091,-0.051,-0.385,0.399
4.119,0.094,-0.046,-0.403,0.417
4.128,0.100,-0.041,-0.405,0.419
4.138,0.119,-0.052,-0.400,0.421
4.148,0.133,-0.070,-0.396,0.423
4.158,0.123,-0.092,-0.398,0.427
4.168,0.111,-0.112,-0.403,0.433
4.178,0.108,-0.138,-0.418,0.453
4.188,0.111,-0.176,-0.451,0.497
4.198,0.123,-0.212,-0.520,0.575
4.208,0.164,-0.235,-0.597,0.662
4.218,0.199,-0.246,-0.681,0.751
4.228,0.185,-0.226,-0.763,0.817
4.238,0.129,-0.191,-0.849,0.880
4.248,0.070,-0.172,-0.974,0.992
4.258,0.003,-0.153,-1.141,1.152
4.268,-0.046,-0.130,-1.339,1.347
4.278,-0.067,-0.102,-1.570,1.574
4.288,-0.051,-0.053,-1.782,1.784
4.298,-0.018,0.015,-1.918,1.918
4.308,0.059,0.054,-1.992,1.993
4.318,0.160,0.057,-2.047,2.054
4.328,0.216,0.054,-2.075,2.087
4.338,0.197,0.054,-2.054,2.064
4.348,0.133,0.054,-1.999,2.004
4.358,0.061,0.033,-1.944,1.946
4.369,0.004,-0.001,-1.887,1.887
4.379,0.012,-0.032,-1.853,1.853
4.389,0.057,-0.020,-1.823,1.824
4.399,0.083,0.045,-1.772,1.775
4.409,0.081,0.110,-1.686,1.692
4.419,0.054,0.125,-1.561,1.567
4.429,0.026,0.082,-1.413,1.416
4.439,0.012,0.036,-1.286,1.286
4.449,-0.006,0.017,-1.173,1.173
4.459,-0.017,0.004,-1.059,1.059
4.469,-0.013,-0.028,-0.948,0.948
4.479,-0.027,-0.045,-0.862,0.864
4.489,-0.010,-0.051,-0.809,0.811
4.499,0.001,-0.047,-0.770,0.772
4.509,0.020,-0.040,-0.751,0.753
4.519,0.046,-0.037,-0.736,0.738
4.529,0.070,-0.028,-0.693,0.697
4.539,0.078,-0.010,-0.628,0.633
4.549,0.084,-0.001,-0.563,0.570
4.559,0.098,-0.014,-0.502,0.512
4.569,0.127,-0.031,-0.461,0.479
4.579,0.147,-0.033,-0.434,0.459
4.589,0.160,-0.023,-0.412,0.443
4.599,0.171,-0.031,-0.411,0.446
4.609,0.185,-0.046,-0.416,0.457
4.619,0.180,-0.059,-0.421,0.461
4.629,0.165,-0.071,-0.426,0.462
4.639,0.132,-0.083,-0.418,0.446
4.649,0.091,-0.102,-0.398,0.421
4.659,0.041,-0.128,-0.370,0.394
4.669,0.020,-0.139,-0.346,0.374
4.679,0.006,-0.138,-0.344,0.370
4.689,-0.033,-0.157,-0.383,0.415
4.699,-0.045,-0.182,-0.437,0.476
4.708,-0.016,-0.205,-0.488,0.530
4.719,0.015,-0.212,-0.535,0.576
4.729,0.027,-0.207,-0.578,0.615
4.739,0.037,-0.194,-0.620,0.651
4.748,0.049,-0.182,-0.680,0.705
4.758,0.054,-0.179,-0.764,0.787
4.768,0.041,-0.174,-0.873,0.891
4.778,0.033,-0.159,-0.999,1.012
4.788,0.033,-0.151,-1.120,1.131
4.798,0.023,-0.134,-1.220,1.228
4.808,0.008,-0.116,-1.314,1.319
4.818,0.001,-0.102,-1.392,1.396
4.828,0.017,-0.083,-1.438,1.440
4.838,0.047,-0.070,-1.451,1.453
4.848,0.074,-0.069,-1.421,1.425
4.858,0.099,-0.077,-1.390,1.396
4.868,0.133,-0.096,-1.390,1.399
4.878,0.133,-0.098,-1.431,1.441
4.888,0.095,-0.058,-1.543,1.547
4.898,0.064,0.007,-1.721,1.722
4.908,0.068,0.057,-1.942,1.944
4.918,0.087,0.099,-2.126,2.130
4.928,0.097,0.144,-2.211,2.218
4.938,0.096,0.184,-2.188,2.198
4.948,0.094,0.205,-2.067,2.079
4.958,0.097,0.199,-1.868,1.881
4.968,0.107,0.167,-1.648,1.660
4.978,0.104,0.110,-1.433,1.441
4.988,0.095,0.046,-1.246,1.251
4.998,0.070,-0.008,-1.113,1.116
5.008,0.042,-0.043,-1.038,1.040
5.018,0.020,-0.055,-1.004,1.006
5.028,0.016,-0.050,-0.994,0.996
5.038,0.040,-0.042,-0.982,0.984
5.048,0.060,-0.027,-0.951,0.953
5.058,0.063,-0.004,-0.902,0.904
5.068,0.062,0.028,-0.841,0.844
5.078,0.060,0.059,-0.778,0.783
5.088,0.057,0.084,-0.718,0.725
5.098,0.052,0.096,-0.658,0.667
5.108,0.034,0.087,-0.597,0.604
5.118,0.008,0.060,-0.533,0.537
5.128,-0.004,0.024,-0.487,0.488
5.138,0.012,-0.013,-0.466,0.467
5.148,0.041,-0.040,-0.453,0.456
5.158,0.067,-0.047,-0.445,0.453
5.168,0.085,-0.050,-0.438,0.449
5.178,0.100,-0.051,-0.434,0.448
5.188,0.100,-0.064,-0.419,0.435
5.198,0.092,-0.070,-0.387,0.404
5.208,0.083,-0.068,-0.349,0.365
5.218,0.078,-0.060,-0.311,0.326
5.228,0.072,-0.057,-0.290,0.304
5.238,0.068,-0.055,-0.293,0.306
5.248,0.074,-0.067,-0.326,0.341
5.257,0.102,-0.098,-0.376,0.402
5.267,0.140,-0.122,-0.424,0.463
5.277,0.170,-0.129,-0.468,0.514
5.288,0.200,-0.128,-0.529,0.580
5.298,0.199,-0.114,-0.599,0.642
5.308,0.162,-0.080,-0.695,0.718
5.318,0.135,-0.044,-0.824,0.836
5.327,0.141,-0.010,-0.961,0.971
5.337,0.173,0.014,-1.071,1.085
5.347,0.178,0.065,-1.155,1.171
5.357,0.166,0.133,-1.216,1.234
5.367,0.156,0.199,-1.321,1.345
5.377,0.163,0.239,-1.446,1.475
5.387,0.192,0.231,-1.568,1.596
5.397,0.222,0.184,-1.685,1.709
5.407,0.213,0.142,-1.787,1.805
5.417,0.148,0.144,-1.828,1.839
5.427,0.076,0.191,-1.833,1.845
5.437,0.015,0.240,-1.802,1.818
5.447,-0.000,0.281,-1.773,1.795
5.457,0.046,0.303,-1.750,1.777
5.467,0.153,0.285,-1.725,1.755
5.477,0.245,0.242,-1.696,1.731
5.487,0.275,0.205,-1.649,1.684
5.497,0.276,0.178,-1.563,1.597
5.507,0.204,0.153,-1.445,1.467
5.517,0.128,0.105,-1.333,1.344
5.527,0.070,0.067,-1.234,1.238
5.537,0.012,0.054,-1.151,1.152
5.547,-0.060,0.057,-1.115,1.118
5.557,-0.116,0.059,-1.134,1.142
5.567,-0.128,0.075,-1.162,1.171
5.577,-0.092,0.103,-1.167,1.175
5.587,-0.039,0.127,-1.140,1.148
5.597,0.009,0.144,-1.089,1.099
5.607,0.034,0.153,-1.019,1.031
5.617,0.021,0.145,-0.925,0.936
5.627,-0.010,0.123,-0.813,0.823
5.637,0.000,0.086,-0.709,0.714
5.647,0.030,0.043,-0.621,0.624
5.657,0.050,0.010,-0.548,0.551
5.667,0.074,-0.019,-0.497,0.503
5.677,0.087,-0.042,-0.449,0.460
5.687,0.086,-0.058,-0.400,0.413
5.697,0.081,-0.064,-0.354,0.369
5.707,0.081,-0.066,-0.309,0.326
5.717,0.085,-0.073,-0.277,0.299
5.727,0.095,-0.082,-0.257,0.286
5.737,0.112,-0.090,-0.254,0.292
5.747,0.127,-0.095,-0.266,0.310
5.757,0.129,-0.098,-0.283,0.326
5.767,0.120,-0.102,-0.302,0.341
5.777,0.095,-0.109,-0.329,0.359
5.786,0.069,-0.112,-0.365,0.388
5.796,0.058,-0.121,-0.418,0.439
5.806,0.063,-0.135,-0.487,0.510
5.817,0.089,-0.154,-0.569,0.596
5.826,0.126,-0.164,-0.653,0.685
5.836,0.173,-0.161,-0.734,0.771
5.846,0.213,-0.145,-0.816,0.855
5.856,0.250,-0.101,-0.908,0.947
5.866,0.284,-0.063,-1.006,1.047
5.876,0.309,-0.046,-1.113,1.156
5.886,0.324,-0.043,-1.240,1.282
5.896,0.333,-0.061,-1.367,1.409
5.906,0.337,-0.096,-1.499,1.540
5.916,0.325,-0.134,-1.647,1.684
5.926,0.298,-0.157,-1.771,1.803
5.936,0.286,-0.155,-1.847,1.875
5.946,0.312,-0.149,-1.886,1.918
5.956,0.375,-0.145,-1.914,1.956
5.966,0.422,-0.107,-1.955,2.003
5.976,0.457,-0.060,-1.987,2.039
5.986,0.465,-0.002,-1.990,2.044
5.996,0.457,0.085,-1.974,2.027
6.006,0.465,0.131,-1.901,1.962
6.016,0.463,0.111,-1.743,1.807
6.026,0.466,0.056,-1.529,1.599
6.036,0.460,0.012,-1.312,1.391
6.046,0.450,-0.014,-1.128,1.215
6.056,0.417,-0.009,-0.988,1.072
6.066,0.399,0.005,-0.904,0.988
6.076,0.387,0.018,-0.880,0.961
6.086,0.359,0.038,-0.890,0.960
6.096,0.331,0.034,-0.929,0.987
6.106,0.283,0.032,-0.977,1.018
6.116,0.212,0.032,-1.022,1.044
6.126,0.156,0.025,-1.046,1.058
6.136,0.152,0.023,-1.017,1.028
6.146,0.178,0.025,-0.936,0.953
6.156,0.189,0.033,-0.825,0.847
6.166,0.181,0.040,-0.710,0.734
6.176,0.176,0.037,-0.603,0.630
6.186,0.161,0.043,-0.518,0.544
6.196,0.146,0.054,-0.457,0.483
6.206,0.144,0.061,-0.426,0.454
6.216,0.153,0.076,-0.418,0.451
6.226,0.167,0.082,-0.419,0.458
6.236,0.179,0.075,-0.418,0.461
6.246,0.188,0.072,-0.417,0.463
6.256,0.197,0.086,-0.418,0.471
6.266,0.191,0.099,-0.408,0.461
6.275,0.187,0.091,-0.391,0.443
6.285,0.181,0.066,-0.392,0.437
6.296,0.132,0.032,-0.393,0.416
6.305,0.108,0.001,-0.395,0.410
6.316,0.108,-0.026,-0.428,0.442
